"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_10_registration_new_user[chromium]","tests","Wed Jul 30 10:15:59 GMT 2025","broken","Wed Jul 30 10:15:59 GMT 2025","TestLoginAsNewUser","test_as_new_user","",""
"","0","test_32_number_of_products_in_favorites[chromium]","tests","Wed Jul 30 10:16:01 GMT 2025","broken","Wed Jul 30 10:16:01 GMT 2025","TestFavourites","test_favourites","",""
"","0","test_07_hover_on_toolbar[chromium]","tests","Wed Jul 30 10:16:03 GMT 2025","broken","Wed Jul 30 10:16:03 GMT 2025","TestSearchToolbar","test_search_toolbar","",""
"","0","test_09_search_without_entering_text[chromium]","tests","Wed Jul 30 10:16:03 GMT 2025","broken","Wed Jul 30 10:16:03 GMT 2025","TestSearchToolbar","test_search_toolbar","",""
"","0","test_03_saving_data_after_exit[chromium]","tests","Wed Jul 30 10:16:01 GMT 2025","broken","Wed Jul 30 10:16:01 GMT 2025","TestHomePage","test_homepage","",""
"","0","test_29_add_favorite_items[chromium]","tests","Wed Jul 30 10:16:00 GMT 2025","broken","Wed Jul 30 10:16:00 GMT 2025","TestFavourites","test_favourites","",""
"","0","test_11_registration_with_invalid_email[chromium]","tests","Wed Jul 30 10:15:59 GMT 2025","broken","Wed Jul 30 10:15:59 GMT 2025","TestLoginAsNewUser","test_as_new_user","",""
"","0","test_19_change_language_button_in_login[chromium]","tests","Wed Jul 30 10:16:02 GMT 2025","broken","Wed Jul 30 10:16:02 GMT 2025","TestExistingUser","test_login_as_existing_user","",""
"","0","test_17_error_alert_incorrect_email[chromium]","tests","Wed Jul 30 10:16:02 GMT 2025","broken","Wed Jul 30 10:16:02 GMT 2025","TestExistingUser","test_login_as_existing_user","",""
"","0","test_27_saved_items_after_exit[chromium]","tests","Wed Jul 30 10:16:00 GMT 2025","broken","Wed Jul 30 10:16:00 GMT 2025","TestCart","test_cart","",""
"","0","test_16_error_alert_incorrect_password[chromium]","tests","Wed Jul 30 10:16:02 GMT 2025","broken","Wed Jul 30 10:16:02 GMT 2025","TestExistingUser","test_login_as_existing_user","",""
"","0","test_15_login_to_user[chromium]","tests","Wed Jul 30 10:16:02 GMT 2025","broken","Wed Jul 30 10:16:02 GMT 2025","TestExistingUser","test_login_as_existing_user","",""
"","0","test_23_remember_email[chromium]","tests","Wed Jul 30 10:16:03 GMT 2025","broken","Wed Jul 30 10:16:03 GMT 2025","TestExistingUser","test_login_as_existing_user","",""
"","0","test_26_remove_items_in_cart[chromium]","tests","Wed Jul 30 10:16:00 GMT 2025","broken","Wed Jul 30 10:16:00 GMT 2025","TestCart","test_cart","",""
